;;Consumption_1;Consumption_2;Consumption_3;Consumption_Flag1;Consumption_Flag2;Consumption_Par1;Consumption_Par10;Consumption_Par11;Consumption_Par12;Consumption_Par13;Consumption_Par14
05.07.2021 01:00;05.07.2021 02:00;30,050;435,409;55,082;6.828,015;7.442,536;5.288,463;5.024,040;5.024,040;5.024,040;5.129,809;5.711,540
05.07.2021 02:00;05.07.2021 03:00;33,550;439,723;58,958;4.941,072;5.286,947;5.830,454;6.121,976;5.422,322;6.180,281;5.480,627;5.772,149
05.07.2021 03:00;05.07.2021 04:00;34,100;436,727;58,814;4.906,024;5.053,204;6.649,822;6.317,331;6.982,313;5.785,345;6.782,818;5.652,349
05.07.2021 04:00;05.07.2021 05:00;75,650;481,055;101,044;8.445,651;8.023,368;7.047,169;6.342,452;6.624,339;6.201,508;7.751,885;7.540,470
05.07.2021 05:00;05.07.2021 06:00;182,850;588,693;210,365;12.155,876;10.210,936;13.256,983;11.268,436;13.522,123;11.401,005;12.328,994;13.919,832
05.07.2021 06:00;05.07.2021 07:00;198,850;600,600;225,129;15.893,639;14.145,339;14.132,860;11.730,275;14.556,846;12.154,260;11.588,945;15.546,145
05.07.2021 07:00;05.07.2021 08:00;185,000;591,001;208,353;16.937,250;16.937,250;16.373,514;17.847,129;17.847,129;15.882,308;13.426,281;13.590,017
05.07.2021 08:00;05.07.2021 09:00;176,250;582,138;202,259;13.451,628;13.182,595;14.309,179;11.876,619;11.733,527;13.736,811;11.447,344;13.164,445
05.07.2021 09:00;05.07.2021 10:00;163,950;567,568;186,804;12.741,886;11.849,954;14.018,770;14.579,521;13.878,582;11.355,204;13.878,582;13.037,456
05.07.2021 10:00;05.07.2021 11:00;172,300;577,693;197,114;13.177,671;13.968,330;13.790,949;15.170,043;12.963,492;11.308,578;12.411,854;14.204,677
05.07.2021 11:00;05.07.2021 12:00;164,050;568,325;189,503;12.667,309;10.640,540;13.593,170;12.913,512;12.233,854;10.874,537;13.049,443;11.961,990
05.07.2021 12:00;05.07.2021 13:00;156,950;562,175;183,523;12.588,985;12.714,874;11.835,696;12.900,908;12.782,551;12.072,409;11.243,911;10.178,699
05.07.2021 13:00;05.07.2021 14:00;143,850;548,033;171,075;12.012,101;12.372,464;11.755,225;12.930,747;11.402,568;11.402,569;11.285,016;12.813,195
05.07.2021 14:00;05.07.2021 15:00;125,850;530,491;151,621;12.090,068;12.936,372;11.659,734;10.843,552;9.794,176;11.776,331;10.610,358;9.794,177
05.07.2021 15:00;05.07.2021 16:00;103,600;508,689;128,915;12.546,782;12.170,379;11.727,272;9.733,636;9.499,090;11.140,908;10.554,545;11.258,181
05.07.2021 16:00;05.07.2021 17:00;92,650;497,094;120,290;11.656,958;12.822,653;12.434,396;12.931,771;11.066,613;12.434,395;13.304,803;13.304,804
05.07.2021 17:00;05.07.2021 18:00;90,600;493,743;113,547;12.604,721;10.966,107;13.131,449;11.555,676;12.606,191;10.505,160;10.767,789;13.525,393
05.07.2021 18:00;05.07.2021 19:00;58,350;463,550;85,303;11.309,684;11.083,490;13.682,435;14.092,908;13.819,259;12.998,313;12.998,314;14.229,733
05.07.2021 19:00;05.07.2021 20:00;40,350;447,709;62,141;12.935,186;12.288,427;13.677,064;12.582,899;11.625,505;11.762,275;14.087,376;15.044,770
05.07.2021 20:00;05.07.2021 21:00;34,200;439,416;60,933;11.972,402;12.451,298;13.731,221;14.143,158;14.280,470;12.358,099;14.280,470;12.770,036
05.07.2021 21:00;05.07.2021 22:00;34,950;437,609;60,002;11.131,932;11.688,528;10.650,455;10.756,959;9.052,887;9.585,409;9.052,887;9.265,896
05.07.2021 22:00;05.07.2021 23:00;31,800;434,646;55,868;7.206,763;7.278,830;8.808,576;7.839,632;8.280,061;7.134,946;9.513,261;8.808,576
05.07.2021 23:00;06.07.2021 00:00;32,250;437,609;58,544;6.654,555;7.320,011;8.211,198;7.225,855;8.868,093;6.568,959;7.225,855;7.636,414
06.07.2021 00:00;06.07.2021 01:00;33,200;439,538;56,119;5.674,039;4.936,414;8.552,854;8.039,683;7.098,869;7.526,512;8.894,968;7.013,341
06.07.2021 01:00;06.07.2021 02:00;30,050;435,409;55,082;5.813,217;5.173,763;8.733,822;7.773,102;9.083,175;8.209,793;6.987,058;7.860,440
06.07.2021 02:00;06.07.2021 03:00;33,550;439,723;58,958;6.320,432;6.004,410;5.839,748;5.138,978;4.788,594;5.898,145;5.372,568;4.730,196
06.07.2021 03:00;06.07.2021 04:00;34,100;436,727;58,814;6.947,925;6.461,570;6.287,879;5.784,849;6.476,515;5.910,607;6.476,515;5.344,697
06.07.2021 04:00;06.07.2021 05:00;75,650;481,055;101,044;9.088,974;9.816,092;7.047,878;7.329,793;6.765,963;7.541,229;6.343,090;5.920,218
06.07.2021 05:00;06.07.2021 06:00;182,850;588,693;210,365;12.700,846;13.970,930;8.410,511;6.980,724;8.915,142;7.233,040;6.896,619;6.896,620
06.07.2021 06:00;06.07.2021 07:00;198,850;600,600;225,129;17.237,232;17.064,860;9.753,116;8.680,273;10.240,772;9.753,116;8.972,867;10.338,302
06.07.2021 07:00;06.07.2021 08:00;185,000;591,001;208,353;15.380,690;16.457,338;11.594,638;9.855,442;11.826,531;12.174,369;11.246,799;9.855,443
06.07.2021 08:00;06.07.2021 09:00;176,250;582,138;202,259;14.653,594;15.239,737;13.668,630;12.028,394;14.352,060;12.028,394;13.121,884;12.438,453
06.07.2021 09:00;06.07.2021 10:00;163,950;567,568;186,804;14.411,110;12.105,332;14.350,250;12.484,718;12.771,723;13.489,235;13.632,738;12.771,723
06.07.2021 10:00;06.07.2021 11:00;172,300;577,693;197,114;14.474,746;11.579,798;14.252,308;14.964,924;14.964,923;14.679,876;15.535,015;15.392,492
06.07.2021 11:00;06.07.2021 12:00;164,050;568,325;189,503;13.668,278;14.625,057;12.603,558;13.737,877;11.343,203;10.082,847;11.721,309;11.091,131
06.07.2021 12:00;06.07.2021 13:00;156,950;562,175;183,523;12.834,962;12.449,913;12.236,970;10.279,055;12.971,188;10.890,904;11.869,861;10.523,794
06.07.2021 13:00;06.07.2021 14:00;143,850;548,033;171,075;12.655,066;13.287,819;10.961,245;10.193,958;9.974,734;10.303,571;12.057,370;9.207,447
06.07.2021 14:00;06.07.2021 15:00;125,850;530,491;151,621;11.945,138;10.870,075;10.782,780;9.057,535;10.567,124;10.998,435;11.214,091;11.537,574
06.07.2021 15:00;06.07.2021 16:00;103,600;508,689;128,915;11.956,225;11.238,852;10.736,644;9.985,079;9.018,781;9.662,979;9.662,979;11.380,842
06.07.2021 16:00;06.07.2021 17:00;92,650;497,094;120,290;12.522,021;13.523,783;10.983,777;11.642,803;8.787,023;10.654,264;9.995,237;11.752,642
06.07.2021 17:00;06.07.2021 18:00;90,600;493,743;113,547;12.389,335;12.513,228;10.784,568;9.598,266;11.863,025;11.431,642;8.735,501;11.647,333
06.07.2021 18:00;06.07.2021 19:00;58,350;463,550;85,303;13.856,759;11.778,245;10.744,869;9.670,383;11.174,664;9.885,280;11.389,561;9.455,485
06.07.2021 19:00;06.07.2021 20:00;40,350;447,709;62,141;15.945,770;13.075,532;10.564,258;11.303,755;9.085,262;9.507,832;9.507,832;10.458,615
06.07.2021 20:00;06.07.2021 21:00;34,200;439,416;60,933;13.045,616;12.393,335;9.069,296;7.799,594;9.522,760;9.885,532;7.890,287;7.618,209
06.07.2021 21:00;06.07.2021 22:00;34,950;437,609;60,002;12.696,910;12.823,879;9.093,973;8.366,455;8.093,636;7.547,998;8.275,515;8.639,274
06.07.2021 22:00;06.07.2021 23:00;31,800;434,646;55,868;9.191,975;9.283,894;6.570,062;6.110,158;6.438,661;7.227,068;6.044,457;5.518,852
06.07.2021 23:00;07.07.2021 00:00;32,250;437,609;58,544;7.894,211;6.552,195;6.860,406;6.174,365;7.340,634;5.899,949;5.968,553;5.968,553
07.07.2021 00:00;07.07.2021 01:00;33,200;439,538;56,119;7.152,810;5.865,304;5.394,413;5.016,805;5.232,581;5.718,078;4.423,419;5.070,749
07.07.2021 01:00;07.07.2021 02:00;30,050;435,409;55,082;4.741,200;4.551,552;5.395,844;5.827,511;4.802,301;5.287,927;5.341,886;5.233,968
07.07.2021 02:00;07.07.2021 03:00;33,550;439,723;58,958;4.964,555;4.865,264;5.036,409;5.036,409;5.388,958;4.683,861;5.439,322;4.633,496
07.07.2021 03:00;07.07.2021 04:00;34,100;436,727;58,814;5.829,876;5.946,474;5.010,301;4.509,271;5.511,331;5.110,507;4.960,198;4.008,241
07.07.2021 04:00;07.07.2021 05:00;75,650;481,055;101,044;7.020,482;6.458,843;6.114,356;6.297,786;5.197,203;6.297,787;6.725,791;5.564,064
07.07.2021 05:00;07.07.2021 06:00;182,850;588,693;210,365;10.315,121;8.561,552;8.297,788;6.721,208;8.795,654;7.716,942;6.721,209;6.887,164
07.07.2021 06:00;07.07.2021 07:00;198,850;600,600;225,129;13.023,815;14.326,196;8.653,289;7.355,295;6.922,632;7.355,296;9.259,019;7.874,493
07.07.2021 07:00;07.07.2021 08:00;185,000;591,001;208,353;14.302,522;14.302,521;11.563,815;9.482,330;11.216,901;10.176,158;10.869,987;12.373,282
07.07.2021 08:00;07.07.2021 09:00;176,250;582,138;202,259;14.898,003;14.451,063;11.907,514;13.098,264;10.835,837;11.669,363;12.026,589;12.741,039
07.07.2021 09:00;07.07.2021 10:00;163,950;567,568;186,804;17.236,653;14.134,056;12.977,592;10.771,402;10.771,402;11.679,834;14.145,575;11.290,506
07.07.2021 10:00;07.07.2021 11:00;172,300;577,693;197,114;17.032,079;13.966,306;13.869,204;15.256,124;12.204,900;15.256,124;15.117,432;13.730,512
07.07.2021 11:00;07.07.2021 12:00;164,050;568,325;189,503;16.026,652;16.507,451;12.734,749;12.734,750;12.734,749;10.824,537;10.569,843;12.225,359
07.07.2021 12:00;07.07.2021 13:00;156,950;562,175;183,523;13.596,885;11.421,384;11.077,416;11.742,061;10.080,448;8.972,707;11.742,060;10.080,448
07.07.2021 13:00;07.07.2021 14:00;143,850;548,033;171,075;13.370,494;12.300,855;9.260,214;10.093,633;8.426,795;9.075,010;8.056,386;8.704,602
07.07.2021 14:00;07.07.2021 15:00;125,850;530,491;151,621;12.430,263;11.311,540;8.924,742;9.727,969;8.746,247;9.013,989;7.318,289;9.281,732
07.07.2021 15:00;07.07.2021 16:00;103,600;508,689;128,915;11.904,859;12.619,150;8.897,561;9.787,316;7.118,049;9.609,365;8.986,536;9.787,316
07.07.2021 16:00;07.07.2021 17:00;92,650;497,094;120,290;12.264,652;10.915,540;8.930,107;8.126,397;7.769,194;8.572,902;8.662,204;7.947,795
07.07.2021 17:00;07.07.2021 18:00;90,600;493,743;113,547;12.311,861;10.834,438;10.348,532;8.278,826;10.969,444;8.899,739;9.727,620;10.141,562
07.07.2021 18:00;07.07.2021 19:00;58,350;463,550;85,303;12.489,612;12.989,196;10.219,422;8.584,316;11.036,975;11.036,976;9.095,286;9.299,674
07.07.2021 19:00;07.07.2021 20:00;40,350;447,709;62,141;14.689,495;13.808,125;11.054,884;12.049,823;9.175,554;10.944,335;10.612,689;9.838,847
07.07.2021 20:00;07.07.2021 21:00;34,200;439,416;60,933;13.715,623;13.578,467;10.534,471;8.427,578;8.954,301;8.848,957;9.691,714;11.166,540
07.07.2021 21:00;07.07.2021 22:00;34,950;437,609;60,002;12.556,490;10.798,582;10.442,950;10.234,091;8.667,649;11.382,816;9.711,944;10.756,238
07.07.2021 22:00;07.07.2021 23:00;31,800;434,646;55,868;9.183,884;7.898,141;7.332,499;7.772,449;6.012,650;6.965,874;6.012,650;6.305,950
07.07.2021 23:00;08.07.2021 00:00;32,250;437,609;58,544;6.350,471;6.985,518;6.571,425;7.162,853;6.374,282;5.914,282;6.045,711;6.045,711
08.07.2021 00:00;08.07.2021 01:00;33,200;439,538;56,119;5.778,842;5.316,534;5.675,162;5.618,411;6.242,678;5.902,169;4.937,391;5.958,920
08.07.2021 01:00;08.07.2021 02:00;30,050;435,409;55,082;5.288,463;4.600,963;4.477,047;3.760,720;3.671,179;4.745,670;4.566,588;4.342,736
08.07.2021 02:00;08.07.2021 03:00;33,550;439,723;58,958;5.830,454;5.189,104;4.068,616;4.231,360;3.905,871;3.661,754;4.027,929;3.946,557
08.07.2021 03:00;08.07.2021 04:00;34,100;436,727;58,814;6.649,822;5.585,850;7.282,426;6.190,063;6.845,481;6.627,008;6.335,711;7.865,020
08.07.2021 04:00;08.07.2021 05:00;75,650;481,055;101,044;7.047,169;6.483,395;7.410,465;8.077,407;7.558,674;6.150,687;8.003,302;7.484,570
08.07.2021 05:00;08.07.2021 06:00;182,850;588,693;210,365;13.256,983;11.003,297;12.894,258;14.183,683;12.765,315;12.765,315;11.862,717;14.054,740
08.07.2021 06:00;08.07.2021 07:00;198,850;600,600;225,129;14.132,860;15.122,159;15.392,472;14.007,149;16.162,094;14.468,924;13.853,225;12.621,827
08.07.2021 07:00;08.07.2021 08:00;185,000;591,001;208,353;16.373,514;13.262,547;18.081,919;15.007,992;15.369,631;18.443,557;17.358,642;15.731,269
08.07.2021 08:00;08.07.2021 09:00;176,250;582,138;202,259;14.309,179;14.166,087;15.539,410;12.586,923;12.897,711;16.005,593;15.228,622;13.985,470
08.07.2021 09:00;08.07.2021 10:00;163,950;567,568;186,804;14.018,770;13.317,832;14.794,432;13.906,766;14.942,376;16.125,930;12.575,268;15.534,154
08.07.2021 10:00;08.07.2021 11:00;172,300;577,693;197,114;13.790,949;15.170,044;12.571,660;11.188,777;10.560,195;10.057,328;11.565,927;13.577,392
08.07.2021 11:00;08.07.2021 12:00;164,050;568,325;189,503;13.593,170;13.865,034;12.219,035;11.363,703;12.952,177;10.630,561;11.241,513;11.730,274
08.07.2021 12:00;08.07.2021 13:00;156,950;562,175;183,523;11.835,696;12.664,194;12.828,450;13.085,018;11.673,889;13.085,018;12.571,880;13.854,726
08.07.2021 13:00;08.07.2021 14:00;143,850;548,033;171,075;11.755,225;11.872,777;11.938,568;10.625,325;9.909,011;10.505,940;9.550,854;12.893,653
08.07.2021 14:00;08.07.2021 15:00;125,850;530,491;151,621;11.659,734;10.260,566;10.754,458;10.109,191;9.033,745;10.431,824;8.926,201;11.399,725
08.07.2021 15:00;08.07.2021 16:00;103,600;508,689;128,915;11.727,272;10.202,727;10.006,977;9.906,907;10.707,466;10.307,186;9.806,838;9.006,279
08.07.2021 16:00;08.07.2021 17:00;92,650;497,094;120,290;12.434,396;11.937,020;11.197,582;9.405,970;12.205,364;10.301,776;11.533,509;9.293,993
08.07.2021 17:00;08.07.2021 18:00;90,600;493,743;113,547;13.131,449;12.474,876;11.770,890;12.594,852;11.417,763;10.476,092;10.122,966;9.416,713
08.07.2021 18:00;08.07.2021 19:00;58,350;463,550;85,303;13.682,435;12.177,367;13.753,682;13.753,681;11.278,019;12.103,240;15.129,049;14.991,513
08.07.2021 19:00;08.07.2021 20:00;40,350;447,709;62,141;13.677,064;11.762,275;14.506,170;11.895,060;13.055,553;14.216,046;13.925,923;14.506,170
08.07.2021 20:00;08.07.2021 21:00;34,200;439,416;60,933;13.731,221;11.808,851;13.792,528;13.516,677;13.102,902;13.516,678;15.033,855;14.344,229
08.07.2021 21:00;08.07.2021 22:00;34,950;437,609;60,002;10.650,455;11.182,977;12.882,618;11.723,182;11.980,834;13.011,443;11.336,704;11.852,008
08.07.2021 22:00;08.07.2021 23:00;31,800;434,646;55,868;8.808,576;7.134,947;12.584,890;10.948,855;10.067,912;10.319,610;13.339,984;12.333,192
08.07.2021 23:00;09.07.2021 00:00;32,250;437,609;58,544;8.211,198;8.950,206;2.817,898;2.620,645;2.789,719;2.846,077;2.958,792;3.071,508
09.07.2021 00:00;09.07.2021 01:00;33,200;439,538;56,119;8.552,854;9.408,139;5.849,304;5.264,374;5.966,290;6.141,769;4.737,937;5.673,825
09.07.2021 01:00;09.07.2021 02:00;30,050;435,409;55,082;8.733,822;7.074,396;5.651,773;5.199,632;5.369,185;5.425,702;5.595,255;5.990,880
09.07.2021 02:00;09.07.2021 03:00;33,550;439,723;58,958;5.839,748;6.014,940;6.299,224;6.236,232;5.606,309;5.732,294;5.354,341;6.803,162
09.07.2021 03:00;09.07.2021 04:00;34,100;436,727;58,814;6.287,879;5.030,304;7.589,255;8.120,502;6.602,651;7.816,932;6.982,114;7.285,685
09.07.2021 04:00;09.07.2021 05:00;75,650;481,055;101,044;7.047,878;7.047,878;7.808,850;7.418,407;6.247,080;6.325,168;7.652,673;8.589,734
09.07.2021 05:00;09.07.2021 06:00;182,850;588,693;210,365;8.410,511;8.158,196;8.963,691;8.515,506;8.963,691;7.439,864;8.515,506;8.425,870
09.07.2021 06:00;09.07.2021 07:00;198,850;600,600;225,129;9.753,116;8.680,273;12.996,513;10.917,071;14.036,233;12.996,513;11.826,828;13.126,477
09.07.2021 07:00;09.07.2021 08:00;185,000;591,001;208,353;11.594,638;9.739,496;17.676,316;14.141,053;14.848,106;18.206,605;18.560,131;14.141,053
09.07.2021 08:00;09.07.2021 09:00;176,250;582,138;202,259;13.668,630;12.301,767;15.896,876;15.102,031;14.625,126;15.419,969;15.102,032;13.035,438
09.07.2021 09:00;09.07.2021 10:00;163,950;567,568;186,804;14.350,250;15.067,762;15.865,194;13.326,763;14.437,327;13.961,371;16.817,106;14.278,675
09.07.2021 10:00;09.07.2021 11:00;172,300;577,693;197,114;14.252,308;14.537,354;15.284,734;13.756,260;16.354,665;14.061,955;16.660,360;14.367,650
09.07.2021 11:00;09.07.2021 12:00;164,050;568,325;189,503;12.603,558;12.981,664;14.850,414;12.325,844;14.701,910;14.107,894;15.444,430;13.513,877
09.07.2021 12:00;09.07.2021 13:00;156,950;562,175;183,523;12.236,970;10.034,316;14.747,549;14.157,647;15.189,975;15.337,450;13.862,696;12.535,417
09.07.2021 13:00;09.07.2021 14:00;143,850;548,033;171,075;10.961,245;12.057,370;13.710,803;12.065,507;13.985,019;13.025,262;12.613,939;14.396,342
09.07.2021 14:00;09.07.2021 15:00;125,850;530,491;151,621;10.782,780;10.459,296;12.980,188;12.460,980;13.369,593;11.422,565;12.201,376;11.033,159
09.07.2021 15:00;09.07.2021 16:00;103,600;508,689;128,915;10.736,644;9.877,713;12.423,898;12.672,376;13.293,570;11.429,986;10.933,030;10.560,314
09.07.2021 16:00;09.07.2021 17:00;92,650;497,094;120,290;10.983,777;11.972,317;14.162,440;14.587,313;14.445,687;13.737,567;11.471,576;14.304,064
09.07.2021 17:00;09.07.2021 18:00;90,600;493,743;113,547;10.784,568;11.323,796;14.646,336;15.818,041;11.717,069;15.085,725;13.328,165;14.060,482
09.07.2021 18:00;09.07.2021 19:00;58,350;463,550;85,303;10.744,869;9.885,280;16.319,048;14.197,572;14.197,572;14.687,143;14.034,382;15.666,286
09.07.2021 19:00;09.07.2021 20:00;40,350;447,709;62,141;10.564,258;9.507,832;17.527,583;15.599,549;16.826,480;14.022,066;17.527,583;16.300,652
09.07.2021 20:00;09.07.2021 21:00;34,200;439,416;60,933;9.069,296;8.071,673;16.655,497;17.488,271;16.988,607;13.657,507;16.488,941;15.156,502
09.07.2021 21:00;09.07.2021 22:00;34,950;437,609;60,002;9.093,973;9.548,671;16.124,844;15.641,099;15.157,354;12.899,875;13.061,124;14.996,105
09.07.2021 22:00;09.07.2021 23:00;31,800;434,646;55,868;6.570,062;6.110,158;10.202,577;11.120,809;10.508,654;8.264,088;10.100,551;10.202,577
09.07.2021 23:00;10.07.2021 00:00;32,250;437,609;58,544;6.860,406;5.831,345;8.364,278;8.280,635;8.364,278;8.615,207;9.033,420;9.033,420
10.07.2021 00:00;10.07.2021 01:00;33,200;439,538;56,119;5.394,413;4.747,084;7.969,079;6.773,717;8.447,223;7.730,006;8.287,842;8.208,151
10.07.2021 01:00;10.07.2021 02:00;30,050;435,409;55,082;5.395,844;5.449,802;6.893,636;7.445,126;6.893,636;6.686,827;6.480,018;6.135,336
10.07.2021 02:00;10.07.2021 03:00;33,550;439,723;58,958;5.036,409;4.532,769;5.700,528;5.814,538;5.871,544;5.871,544;5.814,538;4.674,433
10.07.2021 03:00;10.07.2021 04:00;34,100;436,727;58,814;5.010,301;5.411,125;7.703,705;7.472,594;7.934,816;7.857,779;6.471,113;6.471,113
10.07.2021 04:00;10.07.2021 05:00;75,650;481,055;101,044;6.114,356;6.420,074;7.944,761;8.580,341;7.309,180;7.865,313;6.673,599;7.070,838
10.07.2021 05:00;10.07.2021 06:00;182,850;588,693;210,365;8.297,788;8.131,832;14.583,751;11.667,002;14.292,076;14.146,239;12.833,701;15.021,264
10.07.2021 06:00;10.07.2021 07:00;198,850;600,600;225,129;8.653,289;8.307,158;16.627,343;17.292,436;14.964,610;17.292,437;14.299,515;18.123,803
10.07.2021 07:00;10.07.2021 08:00;185,000;591,001;208,353;11.563,815;11.795,091;18.487,462;14.789,970;20.336,207;19.781,583;16.453,841;15.159,719
10.07.2021 08:00;10.07.2021 09:00;176,250;582,138;202,259;11.907,514;11.431,213;17.238,203;14.997,237;16.548,674;13.962,946;13.962,945;13.962,945
10.07.2021 09:00;10.07.2021 10:00;163,950;567,568;186,804;12.977,592;11.550,057;16.605,169;16.771,220;13.616,239;17.933,582;14.778,600;14.446,497
10.07.2021 10:00;10.07.2021 11:00;172,300;577,693;197,114;13.869,204;11.234,056;15.619,852;16.557,043;15.619,852;15.463,654;15.619,853;13.433,073
10.07.2021 11:00;10.07.2021 12:00;164,050;568,325;189,503;12.734,749;12.862,097;14.803,346;13.174,978;13.915,145;13.471,045;15.543,513;12.434,811
10.07.2021 12:00;10.07.2021 13:00;156,950;562,175;183,523;11.077,416;11.298,964;15.260,417;15.260,417;15.565,626;14.650,001;14.039,584;13.886,980
10.07.2021 13:00;10.07.2021 14:00;143,850;548,033;171,075;9.260,214;9.908,429;13.269,400;12.340,542;13.534,787;14.065,564;11.809,766;14.330,951
10.07.2021 14:00;10.07.2021 15:00;125,850;530,491;151,621;8.924,742;8.924,742;12.959,678;13.478,065;11.534,114;13.348,468;13.607,662;10.497,340
10.07.2021 15:00;10.07.2021 16:00;103,600;508,689;128,915;8.897,561;8.274,731;12.068,781;11.344,653;13.034,282;10.741,214;12.672,219;13.154,970
10.07.2021 16:00;10.07.2021 17:00;92,650;497,094;120,290;8.930,107;8.037,097;11.551,267;9.356,527;10.165,115;9.356,527;10.280,628;11.320,241
10.07.2021 17:00;10.07.2021 18:00;90,600;493,743;113,547;10.348,532;11.176,414;13.707,159;13.295,944;12.610,586;13.433,015;13.707,159;11.788,158
10.07.2021 18:00;10.07.2021 19:00;58,350;463,550;85,303;10.219,422;8.277,733;13.707,517;11.103,090;10.966,014;11.103,090;13.159,217;13.707,517
10.07.2021 19:00;10.07.2021 20:00;40,350;447,709;62,141;11.054,884;11.165,433;14.738,969;14.444,190;13.265,072;14.444,190;14.591,579;12.970,293
10.07.2021 20:00;10.07.2021 21:00;34,200;439,416;60,933;10.534,471;11.587,918;13.798,358;15.178,194;12.142,555;14.488,276;11.728,605;13.108,440
10.07.2021 21:00;10.07.2021 22:00;34,950;437,609;60,002;10.442,950;8.876,508;10.552,360;11.396,548;9.286,076;9.813,694;9.075,029;9.919,218
10.07.2021 22:00;10.07.2021 23:00;31,800;434,646;55,868;7.332,499;6.599,249;10.444,707;9.504,684;9.191,343;8.878,002;8.669,107;8.355,767
10.07.2021 23:00;11.07.2021 00:00;32,250;437,609;58,544;6.571,425;5.717,139;8.243,412;8.490,714;7.336,637;8.655,583;7.583,939;8.655,582
11.07.2021 00:00;11.07.2021 01:00;33,200;439,538;56,119;5.675,162;4.937,391;7.572,510;6.890,985;6.966,710;7.799,685;7.193,885;6.209,459
11.07.2021 01:00;11.07.2021 02:00;30,050;435,409;55,082;4.477,047;3.895,031;7.219,113;7.363,495;7.580,068;5.847,481;6.785,966;6.352,819
11.07.2021 02:00;11.07.2021 03:00;33,550;439,723;58,958;4.068,616;3.824,499;6.734,672;6.397,938;6.465,285;5.859,165;5.455,085;7.340,792
11.07.2021 03:00;11.07.2021 04:00;34,100;436,727;58,814;7.282,426;6.408,535;6.760,610;5.476,095;5.611,307;6.084,549;6.557,792;6.760,610
